order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,transfer_is_happy_customer,transfer_is_expedited_delivery
ORD088668,ID0575470188,2019-10-23,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Candle Inferno', 2), ('Universe Note', 1)]",11210,98.83,-37.81841420000001,144.9739181,5,10748.33,Spring,True,0.3846,good cellphone very good cellphone. more than 3 months with it and still don't have any issue.,True,1,1
ORD376838,ID0247008065,2019-04-18,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Alcon 10', 1), ('Olivia x460', 2)]",26245,67.26,-37.8103248,144.96829259999996,5,25000.01,Autumn,False,0.9272,excellent product one of the best android phones on the market. product as described,True,1,0
ORD009592,ID0297631994,2019-11-05,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,83.8,-37.826362,144.9855522,15,4520.8,Spring,False,1.6514,five stars i really like my new phone thanks,True,1,0
ORD336568,ID0257506568,2019-04-20,Thompson,"[('Alcon 10', 2), ('Toshika 750', 1)]",22220,70.52,-37.7998004,144.9635101,25,16735.52,Autumn,False,2.0358,i love it,True,1,0
ORD241148,ID4716795171,2019-05-24,Thompson,"[('Universe Note', 2), ('Toshika 750', 2), ('Olivia x460', 1)]",16765,65.45,-37.8187658,144.9535246,15,14315.7,Autumn,True,0.8845,lucentrola doesn't support its best market offering? will not be updated to lollipop. do not buy from a manufacturer that does not support its flagships!,False,0,1
ORD379775,ID0477079436,2019-12-17,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",14060,48.265,-37.8078471,144.9744618,10,12702.265,Summer,True,1.272,"camera is awesome outstanding camera!! doesn't seem to freeze or lock up like every other phone i've had. fast, efficient, and it looks way too",True,1,1
ORD197292,ID0289597163,2019-06-27,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",26300,75.05,-37.81212670000001,144.95086909999995,0,26375.05,Winter,True,0.3397,verizon phone i received this phone so quickly i could hardly believe it! i would definitely order from you again!,True,1,1
ORD194067,ID0363406538,2019-12-30,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Universe Note', 2)]",15435,103.61,-37.7997929,144.96366930000005,15,13223.36,Summer,True,2.0463,"i love my candle. i won't be without one. i've even bought an extra one, just in case. i believe it's the best tablet on the market.",True,1,1
ORD171554,ID1462399059,2019-05-31,Bakers,"[('Toshika 750', 1), ('Universe Note', 1), ('Olivia x460', 1), ('Thunder line', 2)]",13355,85.1,-37.8200279,145.015796,0,13440.1,Autumn,True,2.1254,nice phone nice phone,True,1,1
ORD158240,ID1560149462,2019-06-11,Thompson,"[('Olivia x460', 1), ('iStream', 2)]",1525,66.79,-37.8158801,144.9369481,5,1515.54,Winter,False,0.959,"but it looks great though. i bought this phone and its already 30 days over, and i have observed phone is running little slow, not sure why its slow. but it looks great though.",True,1,0
ORD296561,ID0477078645,2019-11-18,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Universe Note', 1)]",11220,107.59,-37.8060722,144.9742914,10,10205.59,Spring,True,1.455,great! phone was awesome! it didn't come with a sim card but they are really flexible on the 30-day money back policy. made it nice and easy! will buy in the future!,True,1,1
ORD306643,ID2189398745,2019-11-12,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 1), ('pearTV', 2)]",19550,79.52,-37.8095988,144.97555580000005,10,17674.52,Spring,False,1.1321,love it! even my wireless carrier thought i got ... love it! even my wireless carrier thought i got a great price since they're not able to supply this particular model.,True,1,0
ORD361004,ID0634777174,2019-07-07,Thompson,"[('iStream', 1), ('iAssist Line', 1)]",2375,65.58,-37.814417,144.9388882,5,2321.83,Winter,False,0.7452,awesome sauce everything the description said it would be. delivered on time & i love it! many thanks to the seller. totally trustable and i will absolutely shop with them again the next time i need to.,True,1,0
ORD457836,ID0103105303,2019-10-09,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('Lucent 330S', 1)]",13630,101.13,-37.8198479,144.96154819999995,10,12368.13,Spring,True,0.7174,"five stars it's perfect, it looks brand new and works like is new",True,1,1
ORD434349,ID1463547033,2019-09-23,Bakers,"[('Thunder line', 2), ('pearTV', 2), ('Alcon 10', 1), ('iStream', 1)]",26080,105.97,-37.818311,145.0043774,0,26185.97,Spring,True,1.2262,"works great i love it, grand daughter digs the watching of cartoons on it lol",True,1,1
ORD060491,ID1982329488,2019-03-04,Bakers,"[('Alcon 10', 2), ('Thunder line', 1), ('Universe Note', 1)]",23530,64.29,-37.8019776,144.9915824,25,17711.79,Autumn,False,0.9486,beautiful phone. unlocked as it said. i bought this phone as a gift for my brother in africa and it has worked just fine. it's very beautiful.,True,1,0
ORD008775,ID2397324975,2019-10-02,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('iStream', 1), ('Universe Note', 2)]",8705,100.15,-37.82015300000001,144.9428437,15,7499.4,Spring,True,0.9118,five stars good product would buy again,True,1,1
ORD016052,ID2183273514,2019-11-18,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Thunder line', 1)]",24700,81.58,-37.8073743,144.9629188,5,23546.58,Spring,False,1.3785,perfect! looked brand new!! worked perfect once sim card installed!,True,1,0
ORD296286,ID1224854777,2019-12-11,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",29990,73.9,-37.81295720000001,144.9405455,15,25565.4,Summer,True,0.5746,"piece of crap had to send it back; consistently failed to notify me of phone calls, texts, etc.",False,0,1
ORD234584,ID4336550012,2019-06-30,Thompson,"[('Lucent 330S', 2), ('Thunder line', 2), ('Candle Inferno', 2)]",7680,72.49,-37.7984477,144.9590122,25,5832.49,Winter,False,1.9003,"it works perfectly well an excellent purchase. it works fast, the size is perfect",True,1,0
ORD211086,ID0387266371,2019-02-11,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,108.405,-37.8118083,144.9557773,0,20468.405,Summer,False,0.7719,good value the phone came a day before the expected date and in vg condition. i like the fact it has a warranty. it came with a cable and sim key. it was a good value.,True,1,0
ORD244514,ID5797758263,2019-12-04,Thompson,"[('Toshika 750', 1), ('Thunder line', 2)]",8680,91.25,-37.8071968,144.9452116,5,8337.25,Summer,True,0.6311,the digico inferno is great for our 6 year old to play some games.,True,1,1
ORD358147,ID4893628993,2019-07-24,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400,66.74,-37.81131110000001,144.92944719999997,5,11846.74,Winter,False,1.5571,"goggle pixel , thumbs up! so far so good. i have only had it for a week. i am happy that it was easy to operate and set up. the pictures i have taken so far have excellent quality. glad i didn't pay close to a thousand dollars for the newer model. this work's just fine.",True,1,0
ORD334505,ID0591233422,2019-04-09,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780,67.85,-37.8244413,144.9526875,5,6508.85,Autumn,False,1.4001,goid phone good price bought it for my wife love's it,True,1,0
ORD499004,ID2670903133,2019-05-08,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2)]",22350,81.36,-37.803438,144.962735,5,21313.86,Autumn,True,1.7191,four stars good phone!,True,1,1
ORD084800,ID0312718301,2019-10-18,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 2), ('Thunder line', 1)]",5640,80.15,-37.8024615,144.9591041,10,5156.15,Spring,False,1.5532,excellent refurbished choice good deal for the price. like new.,True,1,0
ORD124594,ID0746912521,2019-11-13,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,81.32,-37.82604050000001,144.983526,10,2682.32,Spring,False,1.4822,great gift for someone thanks,True,1,0
ORD224413,ID0575434361,2019-02-26,Nickolson,"[('Thunder line', 1), ('iStream', 2)]",2480,97.38,-37.8209822,144.9845129,25,1957.38,Summer,True,1.3422,"worked out. clean phone, great battery, no issues at all after a few weeks of use. seller was gold mobility.",True,1,1
ORD147768,ID6167247298,2019-10-07,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('pearTV', 1)]",14070,83.71,-37.8182673,144.9642352,25,10636.21,Spring,True,0.4689,"screen easily broken, the screen broken, unable to repair on any cell phone repair place.",False,0,1
ORD261138,ID1594632498,2019-04-28,Nickolson,"[('iStream', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('Thunder line', 1)]",8025,79.14,-37.8206783,144.9793054,15,6900.39,Autumn,True,0.8885,great phone.looks and work just like brand new.fast delivery fast delivery and great phone,True,1,1
ORD454033,ID0711331834,2019-07-26,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2)]",6900,64.76,-37.8071167,144.95800369999995,0,6964.76,Winter,False,1.1434,five stars work fine,True,1,0
ORD354569,ID2176972946,2019-04-07,Bakers,"[('pearTV', 2), ('Toshika 750', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",19395,82.55,-37.8042493,145.01088869999995,5,18507.8,Autumn,True,1.5183,good phone excellent price i needed this phone as an emergency replacement for my s3 which had died. it is faster on internet than the s3 due to triband. but memory is not enough. over all it is a good phone,True,1,1
ORD177447,ID0332797106,2019-03-03,Bakers,"[('Universe Note', 2), ('pearTV', 2), ('iStream', 1), ('iAssist Line', 2)]",24120,61.67,-37.80902329999999,144.9998185,25,18151.67,Autumn,False,0.4176,great phone bought this for my roommate and no complaints actually liked this better than the universe 9+ i have! which is very comparable,True,1,0
ORD470372,ID3215192000,2019-03-03,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Candle Inferno', 1)]",9200,63.62,-37.80652120000001,144.9493519,15,7883.62,Autumn,True,0.7136,lost $80!!!!!!!!!! got a phone that could not be activated!!!!! tried to return but got nothing!!!!i lost $80!!!!!!!!!!!!!!! this is a rip off!!!!!,False,0,1
ORD293049,ID3326880164,2019-09-17,Thompson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,70.37,-37.8029724,144.9291375,0,11200.37,Spring,False,1.9113,batería recibí este teléfono funcionó bien 5 días y luego empezó a tirar error en la batería hasta que dejó de cargar . ahora tengo que llevarlo a servicio técnico porque no carga .,False,0,0
ORD008833,ID0030385338,2019-12-06,Bakers,"[('Thunder line', 2), ('Toshika 750', 1), ('pearTV', 2), ('iAssist Line', 1)]",23525,73.0,-37.816278,144.99029380000005,15,20069.25,Summer,False,0.8232,would recommend. fast shipping. would recommend.,True,1,0
ORD087764,ID0222976606,2019-12-06,Bakers,"[('iAssist Line', 1), ('Toshika 750', 1)]",6545,77.37,-37.8022422,144.98596980000005,10,5967.87,Summer,False,1.1868,"love it great one, same as description!",True,1,0
ORD329143,ID0547568885,2019-10-04,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 1)]",6975,101.41,-37.8163143,144.9893275,10,6378.91,Spring,True,0.8742,good value for good price comes with a cover. too big for me.,True,1,1
ORD053455,ID3215192015,2019-02-05,Thompson,"[('iAssist Line', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",8135,55.75,-37.80865900000001,144.9493715,5,7784.0,Summer,False,0.4906,"do not buy phone stopped working after three months (it will not connect to my wireless carrier). repeated attempts to reach the seller were met with silence. also note that the warranty does not cover the phone - this phone is meant to be sold in africa and the middle east, not the united states.",False,0,0
ORD403302,ID0506045555,2019-01-29,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",18815,75.19,-37.8113219,144.93692990000002,0,18890.19,Summer,False,0.9043,three stars its okay for what i need it,True,1,0
ORD423305,ID2180785620,2019-03-11,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2)]",8680,49.12,-37.8157032,144.965572,5,8295.12,Autumn,False,0.4755,"phone died within a week of usage the phone went dead after a week. please do not buy , i repeat do not buy.",False,0,0
ORD402255,ID0767584651,2019-06-07,Nickolson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,53.9,-37.8076064,144.9708938,10,6119.9,Winter,False,1.2289,"poor quality phone. i ordered this phone january 2018, and it has been having issues since. currently, i have to charge the battery several times a day, for it to work. it turns off randomly as well. it is overall, a poor quality phone.",False,0,0
ORD202874,ID0246075176,2019-06-08,Nickolson,"[('pearTV', 2), ('Thunder line', 2), ('Universe Note', 1)]",20430,60.09,-37.8150674,144.9735379,0,20490.09,Winter,False,0.5264,best phone i ever had! best phone i ever had! lasted 3 years battery life low now did all it could and more and cheap who needs a $900 phone really! :),True,1,0
ORD172797,ID2776396945,2019-09-05,Nickolson,"[('iStream', 2), ('pearTV', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",19740,85.16,-37.812942,144.9635153,5,18838.16,Spring,True,0.8232,one star product breakage,False,0,1
ORD482518,ID0440062376,2019-11-26,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545,74.44,-37.8144014,144.99146130000003,25,4233.19,Spring,False,0.592,got a good deal and works great with gold.  setup was a bit of a pain but more the fault of crappy internet service.  has worked great with nice sound from small speaker.,True,1,0
ORD391994,ID0145249634,2019-06-02,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",27690,76.87,-37.8167434,144.96095319999995,10,24997.87,Winter,True,0.7837,great it is amazing just wish had more apps but otherwise its prefect it is alot faster then my old pear alcon 4,True,1,1
ORD499258,ID0643991286,2019-06-10,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Thunder line', 2)]",9035,69.15,-37.8244864,144.9886142,0,9104.15,Winter,False,1.7148,good cookie but lack of chips ! (°♢°) it's a nice looking phone and the videos are lovely looking plus it's very durable. but i do wish the phone had more storage space.,True,1,0
ORD174558,ID4369807452,2019-08-15,Nickolson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,46.91,-37.8137121,144.97210859999996,10,2395.91,Winter,False,0.5882,"do not buy do not buy this phone, sim card reader doesn’t work can’t get calls text or service on it only time you can use it is when on wifi. can’t get money back worst mistake ever.",False,0,0
ORD480195,ID0702452621,2019-02-10,Thompson,"[('iAssist Line', 2), ('Universe Note', 1)]",7900,73.22,-37.8037439,144.9432845,10,7183.22,Summer,False,1.0482,nice good phone..cheap and good,True,1,0
ORD113117,ID0581772990,2019-05-24,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Olivia x460', 2), ('Thunder line', 1)]",10310,61.77,-37.81202929999999,144.944515,25,7794.27,Autumn,False,0.2358,five stars great phone.,True,1,0
ORD430490,ID0576863552,2019-10-23,Nickolson,"[('Universe Note', 1), ('iStream', 1)]",3600,83.24,-37.824124,144.9868376,5,3503.24,Spring,False,1.6399,good phone good phone for the money,True,1,0
ORD449078,ID0277367211,2019-03-29,Bakers,"[('iStream', 2), ('Universe Note', 2), ('iAssist Line', 1)]",9425,79.19,-37.8054523,145.0005859,10,8561.69,Autumn,True,0.6911,100% as advertised and i am 100% satisfied with the purchase 100% as advertised and i am 100% satisfied with the purchase. i would buy from the company again. pear ipod touch 16gb (5th generation) - space gray (certified refurbished),True,1,1
ORD213787,ID0443274284,2019-12-29,Bakers,"[('iStream', 1), ('Alcon 10', 1), ('Toshika 750', 2)]",17740,97.71,-37.8186997,145.0052457,5,16950.71,Summer,True,1.3093,"terrific phone love the size, speed and styling",True,1,1
ORD247077,ID0575570542,2019-02-08,Bakers,"[('Toshika 750', 2), ('iStream', 1), ('pearTV', 2), ('Candle Inferno', 1)]",21840,103.03,-37.8247704,144.9884396,0,21943.03,Summer,True,1.7497,"love it! it's just the phone i was looking for without the bells and whistles, clear calls and no drops btw i have verizon wireless in nyc.",True,1,1
ORD006984,ID0591321361,2019-09-16,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1)]",10865,73.13,-37.816673,144.9663024,0,10938.13,Spring,False,0.3569,five stars good phone granddaughter really likes it,True,1,0
ORD273302,ID0356125188,2019-02-20,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410,80.07,-37.8184073,144.97984350000004,0,3490.07,Summer,True,0.9053,could answer weather questions but struggled to answer anything else. bought it for my father who is blind. bing search engine terrible.,False,0,1
ORD373435,ID3311863660,2019-04-05,Bakers,"[('Thunder line', 1), ('Olivia x460', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",23390,81.82,-37.7990823,144.99275790000004,15,19963.32,Autumn,True,1.2342,six stars this is my favorite phone in the whole wide world. i'm holding one in my hand right now. i highly recommend it and i can't believe the great price.,True,1,1
ORD399486,ID3185718969,2019-05-29,Bakers,"[('Alcon 10', 2), ('Thunder line', 1)]",20080,80.54,-37.7990452,144.9880333,0,20160.54,Autumn,True,1.3736,five stars best phone i have every ownd,True,1,1
ORD376321,ID0746912610,2019-03-14,Nickolson,"[('iStream', 1), ('Toshika 750', 1), ('Candle Inferno', 2), ('Olivia x460', 2)]",7780,81.82,-37.82480379999999,144.98470369999995,10,7083.82,Autumn,True,1.501,👌 good,True,1,1
ORD014687,ID0310502500,2019-05-03,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",13080,62.97,-37.82101220000001,144.966161,25,9872.97,Autumn,True,0.4016,"disappointed customer jus received my phone only to realise that the key is missing, how am i too used this phone without the key, hence the reason why i ordered a new phone so i wouldn't have such problems. even the usb connector wasn't in the box. however the phone appears to be a new phone but i just can't understand why stuff is missing........",False,0,1
ORD441807,ID0031402955,2019-10-03,Nickolson,"[('Alcon 10', 1), ('pearTV', 2), ('Universe Note', 2), ('Olivia x460', 1)]",29695,98.3,-37.7973464,144.9689413,10,26823.8,Spring,True,2.3659,would just buy new it was ok for the money i guess had to but another 25 bucks into it for a battery and chargers.was suppose to come with charger but did not. the phone itself was gross very dirty had to give it a good cleaning. wish i would have just bought new,False,0,1
ORD256795,ID0387153038,2019-12-13,Thompson,"[('iStream', 1), ('Candle Inferno', 1)]",580,100.85,-37.798676,144.94880859999995,15,593.85,Summer,True,1.5656,"its a good phone with an excellent price until now, its a good phone with an excellent price.",True,1,1
ORD271695,ID5002594973,2019-10-30,Thompson,"[('pearTV', 2), ('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",35270,71.69,-37.8118785,144.9522368,0,35341.69,Spring,False,0.463,great product works perfect!,True,1,0
ORD137786,ID1492350739,2019-11-26,Thompson,"[('Thunder line', 1), ('pearTV', 2), ('Candle Inferno', 2)]",15660,109.88,-37.80204000000001,144.963742,25,11854.88,Spring,True,1.8845,"good, nice and cheap. if you are looking for a smartphone pretty and simple this is for you. it has an excellent screen image quality, camera, and video.",True,1,1
ORD388045,ID6167344531,2019-12-27,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 1), ('iStream', 1), ('Toshika 750', 1)]",14645,74.57,-37.8147011,144.9691441,10,13255.07,Summer,True,0.4349,"unit came with the wrong plug, will have to send back to digico.",False,0,1
ORD482483,ID4148228278,2019-07-21,Nickolson,"[('pearTV', 2), ('Universe Note', 1), ('iStream', 1)]",16220,60.28,-37.8131308,144.97394219999995,0,16280.28,Winter,True,0.7205,system update the system update sucks. runied my phone. very upset. paid alot of money for this phone,False,0,1
ORD218845,ID3067843937,2019-02-13,Bakers,"[('Alcon 10', 2), ('Universe Note', 2)]",24800,82.71,-37.8006565,145.00315930000005,15,21162.71,Summer,True,1.2518,broken cameras all stopped working. the front camera the first month,False,0,1
ORD380953,ID0030287315,2019-03-23,Nickolson,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865,70.96,-37.8007831,144.9670003,0,10935.96,Autumn,False,1.9954,value for money. it looks very nice. i think it worth buying. i bought it for the old man.,True,1,0
ORD009145,ID0420022683,2019-07-17,Bakers,"[('Candle Inferno', 1), ('iStream', 1), ('pearTV', 2)]",13200,60.36,-37.8108507,144.9982309,0,13260.36,Winter,False,0.2804,"excellent buy i bought this for my wife, and she has found the phone to be very easy to use. i'm surprised at the quickness of the processor. voice quality is excellent.",True,1,0
ORD479938,ID2457712019,2019-12-15,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",10270,103.88,-37.8025576,144.9766602,5,9860.38,Summer,True,1.8313,awesome unlocked budget phone shipped this to central america for a friend. works perfectly and hard to beat price considering features. nice big screen too..,True,1,1
ORD093958,ID0576875477,2019-05-27,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",17720,65.58,-37.8192916,144.9788269,5,16899.58,Autumn,True,0.8194,not the best thing i ever had really bad connection issues,False,0,1
ORD072513,ID2368035914,2019-01-18,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('pearTV', 1), ('iAssist Line', 1)]",18035,84.39,-37.8083158,144.9788115,0,18119.39,Summer,True,1.4045,dummy/display s10+ i had received a dummy/display s10+ in the package of s10+,False,0,1
ORD024829,ID6167278775,2019-08-26,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",9955,64.84,-37.8123649,144.9544336,15,8526.59,Winter,False,0.6486,"nice phone bought it for a loved one, they love it.",True,1,0
ORD030094,ID2640748702,2019-05-11,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('pearTV', 1)]",15250,66.45,-37.8040613,144.95308480000003,5,14553.95,Autumn,False,1.095,good product the product looks and words good at first sight. they were helpful with instructions on how to setup the phone to recognize my sim card,True,1,0
ORD210630,ID0356125287,2019-11-17,Nickolson,"[('Olivia x460', 1), ('Universe Note', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",13305,102.6,-37.817493,144.9799953,0,13407.6,Spring,True,0.9266,perfect olivia is always the best,True,1,1
ORD465954,ID0702365694,2019-08-01,Thompson,"[('Candle Inferno', 1), ('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",19705,60.48,-37.8065092,144.9412737,0,19765.48,Winter,True,0.8547,"works okay for what we paid. not super speedy, quality is a little grainy as well",False,0,1
ORD125560,ID3213448178,2019-11-15,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Toshika 750', 2)]",15810,66.57,-37.80473370000001,144.9618009,10,14295.57,Spring,False,1.5684,"stopped charging after only 3 months i've had this phone only 3 months and it will no longer charge right. i have to jiggle the cord and position it just right to get it to charge. if i touch it, it stops.",False,0,0
ORD041109,ID0356098857,2019-07-30,Bakers,"[('pearTV', 1), ('Alcon 10', 1)]",15260,78.43,-37.82147970000001,144.9931302,15,13049.43,Winter,True,1.2916,"great! best purchase i have made so far on a phone, definitely worth it.",True,1,1
ORD464604,ID2776396935,2019-04-28,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 2), ('iStream', 2)]",14575,66.86,-37.8129664,144.9634303,15,12455.61,Autumn,False,0.826,xfinity compatible! great phone and battery life. bought to use on xfinity.,True,1,0
ORD056626,ID4716795609,2019-11-26,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Universe Note', 2)]",12580,104.04,-37.8191427,144.9528691,0,12684.04,Spring,True,0.8825,"five stars my wife loves this phone, it is amazing",True,1,1
ORD168267,ID3213448165,2019-08-30,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Thunder line', 1)]",4705,80.67,-37.8079125,144.9614453,15,4079.92,Winter,True,1.3709,just what we wanted all around happy with the phone,True,1,1
ORD194937,ID0758612178,2019-06-07,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1), ('iAssist Line', 2)]",9130,66.86,-37.8214382,144.9456191,0,9196.86,Winter,False,0.984,the inferno hd 8 is the perfect size ereader. big enough to see the text but small enough to hold comfortably.,True,1,0
ORD085132,ID2189269630,2019-05-24,Nickolson,"[('iStream', 2), ('pearTV', 2), ('Universe Note', 1)]",16370,64.04,-37.8200091,144.9614545,15,13978.54,Autumn,False,0.7292,"great price, great phone the phone works perfectly. no problem with my carrier. i went in to the store and they switched out my sim card. fyi this phone has nano sim.",True,1,0
ORD102427,ID4380043595,2019-05-30,Bakers,"[('Thunder line', 2), ('iAssist Line', 1), ('Lucent 330S', 1)]",7815,67.35,-37.8253215,144.98883519999995,25,5928.6,Autumn,True,1.7963,looking for a phone that will actually work. this phone is horrible. it doesn't ring. sends calls to voicemail. the settings are correct and it still doesn't work! i hate it.,False,0,1
ORD408971,ID0091971130,2019-09-02,Thompson,"[('Olivia x460', 1), ('Toshika 750', 2), ('pearTV', 1), ('Alcon 10', 2)]",34075,99.59,-37.8158864,144.9461111,0,34174.59,Spring,True,0.3675,great buy no problems. the phone was fully unlocked.,True,1,1
ORD077278,ID0387266370,2019-06-17,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('Universe Note', 1)]",11120,74.77,-37.8102911,144.9530923,25,8414.77,Winter,True,0.5924,the best so for love it,True,1,1
ORD045361,ID3240572176,2019-11-10,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Thunder line', 1), ('pearTV', 1)]",12960,106.02,-37.8056525,144.9309168,0,13066.02,Spring,True,1.6213,"great phone,! i'm in love with this phone! it works well and has good features.. glad i bought this",True,1,1
ORD304551,ID0091971130,2019-02-26,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",25945,68.53,-37.8158864,144.9461111,25,19527.28,Summer,False,0.3675,works great love,True,1,0
ORD243973,ID6167441056,2019-08-27,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",14060,62.22,-37.8131771,144.9628275,15,12013.22,Winter,True,0.8446,one star was sent completely non functioning phone. microphone does not work.,False,0,1
ORD271630,ID0575524483,2019-03-31,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",10730,79.08,-37.8200044,144.9813425,10,9736.08,Autumn,True,1.0487,"very good it’s very good now, but when we first bought it, it was on ios 7 or 8(i don’t remember) but it took over 1 day to update it to the current ios. it was annoying but now it runs perfect and the screen is very very clear!!",True,1,1
ORD327492,ID0302820090,2019-07-27,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 1), ('pearTV', 1)]",24030,75.3,-37.8153813,144.99096459999996,15,20500.8,Winter,True,0.7072,"this is the best phone i have ever had! there is only one bug that i noticed so far. it is that if i press my finger twice on the screen, it zooms. there is no button to make the screen normal. you have to press the home button to reverse it.",True,1,1
ORD270202,ID4326586180,2019-10-01,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Universe Note', 1)]",9950,78.65,-37.8071155,144.9598682,25,7541.15,Spring,False,1.2845,fast wow got the phone fast and super clean.,True,1,0
ORD192397,ID0847526401,2019-01-13,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1), ('Universe Note', 2), ('Olivia x460', 2)]",20525,70.69,-37.8234639,144.9701092,0,20595.69,Summer,False,0.5442,good smart home gadget.,True,1,0
ORD069401,ID5093660193,2019-11-15,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",7775,50.82,-37.8146672,144.9383459,5,7437.07,Spring,True,0.7986,10/10 useing it to this day works great,True,1,1
ORD433885,ID0370469697,2019-08-23,Bakers,"[('Lucent 330S', 2), ('iStream', 1), ('Thunder line', 1)]",4790,70.99,-37.8184751,145.0151039,0,4860.99,Winter,False,1.9862,so far love it working on getting more things set up love the grocery list app,True,1,0
ORD377012,ID1960504466,2019-09-03,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 2)]",25930,62.15,-37.8186852,144.9535365,10,23399.15,Spring,False,0.8783,"me estafo compre un alcon 8 de 256 gb tal como esta en la publicacion y en el recibo de compra y asi me lo cobro. pero cuando me lo mando era un alcon 8 de 64 gb, cuyo valor obviamente es menor. es un pesimo vendedor, un estafador... tengan cuidado si algo de decencia le queda que me devuelva el valor de la diferencia.",False,0,0
